05	05	007956	761807
05	05	007974	858993
05	05	007982	352378
05	05	008016	444620
05	05	008396	985963
05	15	002805	514662
05	15	002805	545489
05	15	002805	881247
05	15	002819	910340
05	15	002822	678472
05	25	001730	769352
05	25	001736	867535
05	25	001738	944280
05	25	001741	662184
05	25	001748	809704
05	35	001290	1006675
05	35	001290	906532
05	35	001295	995435
05	35	001298	1033751
05	35	001300	699097
05	45	001030	933988
05	45	001035	807907
05	45	001035	817531
05	45	001035	859907
05	45	001035	896764
05	55	000845	822936
05	55	000850	842534
05	55	000850	850310
05	55	000850	936803
05	55	000855	419994
05	65	000700	490290
05	65	000700	745295
05	65	000702	676244
05	65	000705	793442
05	65	000730	856829
05	75	000610	941435
05	75	000615	1026773
05	75	000615	680625
05	75	000615	742734
05	75	000620	702163
05	85	000550	1028255
05	85	000550	702152
05	85	000550	847196
05	85	000550	932999
05	85	000550	950211
05	95	000495	807791
05	95	000495	874082
05	95	000495	886537
05	95	000495	919530
05	95	000495	923491
10	05	013794	1363555
10	05	013818	1169443
10	05	013833	1550422
10	05	013855	1133892
10	05	013890	1073684
10	15	004912	413255
10	15	005302	1155234
10	15	005607	1026137
10	15	005630	1128660
10	15	005703	1110355
10	25	003444	1221439
10	25	003448	797303
10	25	003459	922847
10	25	003461	393179
10	25	003463	1124554
10	35	002581	1032125
10	35	002590	1089808
10	35	002590	1110161
10	35	002596	444478
10	35	002603	1022177
10	45	002050	1271565
10	45	002052	1217250
10	45	002060	802453
10	45	002061	695728
10	45	002064	762749
10	55	001694	776556
10	55	001697	735007
10	55	001700	1125332
10	55	001700	610602
10	55	001700	802373
10	65	001462	689378
10	65	001467	940864
10	65	001470	1160025
10	65	001470	713840
10	65	001470	851077
10	75	001230	1047087
10	75	001230	726985
10	75	001260	1128090
10	75	001272	757740
10	75	001280	1028202
10	85	001090	1015341
10	85	001100	1051168
10	85	001100	1159488
10	85	001100	952914
10	85	001100	968197
10	95	000980	1182170
10	95	000985	854494
10	95	000990	1182389
10	95	000990	613029
10	95	000990	881254
15	05	020809	803803
15	05	020817	1480572
15	05	020818	1320400
15	05	023553	347618
15	05	024039	1178391
15	15	007392	1513328
15	15	007393	1477460
15	15	007418	1435946
15	15	007718	1421726
15	15	007735	1285275
15	25	004636	1340994
15	25	004640	627466
15	25	004654	1048193
15	25	004664	869056
15	25	004673	1068297
15	35	003527	1352882
15	35	003527	1378070
15	35	003540	1259177
15	35	003554	806579
15	35	003560	1456427
15	45	002895	1364672
15	45	002899	910400
15	45	002910	783824
15	45	002916	1329471
15	45	002923	1527629
15	55	002446	1059603
15	55	002446	708463
15	55	002447	822804
15	55	002454	1376192
15	55	002460	1458415
15	65	002092	987161
15	65	002095	759225
15	65	002100	1290094
15	65	002100	935430
15	65	002103	1542403
15	75	001832	868309
15	75	001835	586756
15	75	001845	1327552
15	75	001845	857166
15	75	001846	1273669
15	85	001639	803881
15	85	001650	626342
15	85	001650	743141
15	85	001650	937049
15	85	001651	1173657
15	95	001530	1285503
15	95	001530	1355942
15	95	001530	1411243
15	95	001530	1528114
15	95	001531	991845
20	05	031437	1234117
20	05	031443	1594667
20	05	031493	1379512
20	05	031544	370880
20	05	031576	1474620
20	15	011107	1820877
20	15	011163	1834578
20	15	011199	1212875
20	15	011216	1207127
20	15	011223	1375287
20	25	006856	703606
20	25	006861	1705636
20	25	006866	512351
20	25	006886	1612409
20	25	006932	1048450
20	35	005174	1217795
20	35	005176	428000
20	35	005180	1205433
20	35	005181	1391199
20	35	005197	641063
20	45	004111	1560015
20	45	004120	1134094
20	45	004120	1516661
20	45	004120	1647627
20	45	004129	891166
20	55	003380	1761313
20	55	003389	1321364
20	55	003397	877752
20	55	003400	880051
20	55	003401	1209621
20	65	002922	730374
20	65	002925	907565
20	65	002926	887513
20	65	002940	1759224
20	65	002940	734231
20	75	002560	1599396
20	75	002560	1828292
20	75	002560	802999
20	75	002560	953101
20	75	002560	982702
20	85	002241	1079545
20	85	002250	1202780
20	85	002260	1118688
20	85	002260	1621370
20	85	002260	1696774
20	95	002040	1065335
20	95	002040	1205097
20	95	002040	1374348
20	95	002040	1453523
20	95	002040	701422
25	05	039302	1850807
25	05	039398	1685299
25	05	039459	1348314
25	05	039478	1421401
25	05	039874	666148
25	15	014003	1961617
25	15	014003	2082579
25	15	014032	1277661
25	15	014056	271355
25	15	014056	3839267
25	25	008533	2023665
25	25	008570	1498959
25	25	008578	1811091
25	25	008594	1008296
25	25	008626	1603865
25	35	005880	1924885
25	35	006255	2444419
25	35	006272	1257954
25	35	006477	1634329
25	35	006510	1471278
25	45	005128	1183509
25	45	005134	866888
25	45	005135	1146570
25	45	005137	1227404
25	45	005156	947876
25	55	004240	1125155
25	55	004242	1013046
25	55	004250	1495977
25	55	004250	1951426
25	55	004255	1075079
25	65	003651	710878
25	65	003653	1552824
25	65	003656	900446
25	65	003675	1785838
25	65	003675	1881067
25	75	003177	1092084
25	75	003179	574087
25	75	003187	807944
25	75	003194	775574
25	75	003200	1372330
25	85	002804	717551
25	85	002808	987354
25	85	002817	677608
25	85	002825	1098965
25	85	002825	1547707
25	95	002475	2208488
25	95	002527	746783
25	95	002550	1271485
25	95	002550	1795539
25	95	002550	834389
30	05	041911	2234492
30	05	041930	2113892
30	05	041952	325199
30	05	042002	2141590
30	05	042091	705709
30	15	014654	879999
30	15	014746	2004582
30	15	014752	2013798
30	15	014759	2483470
30	15	014780	2399570
30	25	009111	2073760
30	25	009154	1752794
30	25	009171	1176249
30	25	009175	2420495
30	25	009191	2194256
30	35	007013	2337981
30	35	007019	2247175
30	35	007064	2133043
30	35	007065	875035
30	35	007113	1015810
30	45	005778	1570391
30	45	005781	804684
30	45	005785	895058
30	45	005794	1014911
30	45	005799	660129
30	55	004833	2246443
30	55	004839	981161
30	55	004845	1133564
30	55	004854	1356335
30	55	004891	1339083
30	65	004262	681968
30	65	004380	878764
30	65	004382	502138
30	65	004410	1300949
30	65	004410	829053
30	75	003826	1189708
30	75	003831	1655869
30	75	003838	1583566
30	75	003840	1734005
30	75	003840	1919484
30	85	003370	1089007
30	85	003390	1089825
30	85	003390	1790549
30	85	003390	419333
30	85	003390	693351
30	95	003060	1618830
30	95	003060	2246022
30	95	003060	687910
30	95	003060	941811
30	95	003060	974059
35	05	055228	1430019
35	05	055345	2484927
35	05	055456	665001
35	05	055652	2073561
35	05	055659	2134059
35	15	019476	2397131
35	15	019492	795593
35	15	019560	516582
35	15	019584	573622
35	15	019618	1764754
35	25	011978	934311
35	25	012017	2445811
35	25	012097	1429021
35	25	012157	1124485
35	25	012162	2033077
35	35	009008	4706547
35	35	009041	539934
35	35	009048	1625343
35	35	009087	992720
35	35	009092	1428122
35	45	007201	809417
35	45	007208	830638
35	45	007209	1678235
35	45	007214	653594
35	45	007221	1921039
35	55	005924	989291
35	55	005938	2031698
35	55	005947	1500355
35	55	005954	2370396
35	55	005968	983783
35	65	005112	718410
35	65	005125	973476
35	65	005135	848702
35	65	005146	590259
35	65	005148	642542
35	75	004445	817921
35	75	004451	1035014
35	75	004459	1350454
35	75	004480	1892087
35	75	004480	2546926
35	85	003928	756451
35	85	003939	880165
35	85	003943	925827
35	85	003955	1220346
35	85	003955	2487988
35	95	003570	1647061
35	95	003570	1740151
35	95	003570	1809472
35	95	003570	2678687
35	95	003570	551049
40	05	063376	1735832
40	05	063377	1379329
40	05	063470	1607018
40	05	063510	2252595
40	05	063553	2129560
40	15	022291	1039987
40	15	022431	1957504
40	15	022519	2683078
40	15	022550	292087
40	15	022660	1337231
40	25	013681	2857131
40	25	013687	2502776
40	25	013801	2352189
40	25	013846	847021
40	25	013908	1260498
40	35	010361	1343685
40	35	010373	2014269
40	35	010380	1326569
40	35	010385	840425
40	35	010385	919757
40	45	008201	791624
40	45	008236	1071192
40	45	008241	981564
40	45	008242	1389436
40	45	008250	840148
40	55	006773	1304674
40	55	006775	1195855
40	55	006778	804316
40	55	006790	1831455
40	55	006792	1596752
40	65	005840	770495
40	65	005841	659925
40	65	005859	1438890
40	65	005860	1461256
40	65	005864	439973
40	75	004896	1042127
40	75	004910	1356401
40	75	004915	1883156
40	75	005040	975765
40	75	005090	1114571
40	85	004361	1361591
40	85	004373	1164948
40	85	004374	1441715
40	85	004385	1646652
40	85	004480	1184607
40	95	004068	1277440
40	95	004075	1444664
40	95	004080	1126083
40	95	004080	1706828
40	95	004080	2294227
45	05	071288	378642
45	05	071419	2153708
45	05	071444	1921238
45	05	071622	1818757
45	05	071625	1823421
45	15	025075	744026
45	15	025137	2381835
45	15	025167	496147
45	15	025207	638659
45	15	025210	1128307
45	25	015342	1064677
45	25	015369	3306858
45	25	015444	1143477
45	25	015469	3292385
45	25	015482	3417748
45	35	011646	665274
45	35	011657	301335
45	35	011662	1306099
45	35	011668	1076316
45	35	011697	1624328
45	45	008833	3414842
45	45	009225	1656320
45	45	009234	827846
45	45	009247	2391704
45	45	009279	2160834
45	55	007266	893326
45	55	007268	1612955
45	55	007283	1121421
45	55	007289	1499369
45	55	007296	694999
45	65	006262	1008442
45	65	006268	1711371
45	65	006301	2747312
45	65	006308	1302177
45	65	006424	1301065
45	75	005724	655568
45	75	005737	1830661
45	75	005760	1166705
45	75	005760	1525146
45	75	005760	740497
45	85	005048	1043506
45	85	005051	708328
45	85	005066	767107
45	85	005085	1750908
45	85	005085	2613019
45	95	004590	1029457
45	95	004590	1216140
45	95	004590	1792290
45	95	004590	1804148
45	95	004590	867813
50	05	079377	1987912
50	05	079576	2161055
50	05	079588	1861805
50	05	079695	1839711
50	05	079711	1972832
50	15	027927	3265985
50	15	027968	3040613
50	15	027982	3868109
50	15	028073	1422778
50	15	028073	1944934
50	25	016298	3131604
50	25	016942	1089730
50	25	017091	2528070
50	25	017171	900994
50	25	017175	3450334
50	35	011725	3405397
50	35	011727	1664441
50	35	011729	784468
50	35	011779	2480026
50	35	011815	2057997
50	45	009619	1912876
50	45	009625	1513762
50	45	009632	3633076
50	45	009659	1364051
50	45	009667	1288464
50	55	008086	786828
50	55	008091	2002976
50	55	008104	1519000
50	55	008118	1312557
50	55	008130	1353903
50	65	006954	1705321
50	65	006955	3049767
50	65	006957	1281885
50	65	006957	2082412
50	65	006970	1286949
50	75	006094	819965
50	75	006102	1001707
50	75	006106	1801767
50	75	006107	1222110
50	75	006121	807277
50	85	005451	3326858
50	85	005454	1510217
50	85	005474	938484
50	85	005476	634273
50	85	005500	3384015
50	95	004915	1351472
50	95	005083	1377155
50	95	005100	1192007
50	95	005100	416350
50	95	005100	824301
55	05	087329	1252279
55	05	087710	2277382
55	05	087778	841121
55	05	087856	1841793
55	05	087864	2377850
55	15	030798	1237613
55	15	030879	1846438
55	15	030880	426251
55	15	030911	3107157
55	15	031040	1257288
55	25	018690	3334701
55	25	018801	3694333
55	25	018816	5584426
55	25	018858	3910170
55	25	018914	2864853
55	35	014205	1827716
55	35	014228	2180487
55	35	014242	890735
55	35	014251	980782
55	35	014255	1636052
55	45	011298	673523
55	45	011303	1425414
55	45	011305	1720155
55	45	011332	2644762
55	45	011348	479438
55	55	008900	1153546
55	55	008919	2029568
55	55	008925	1934007
55	55	009297	1096100
55	55	009310	927250
55	65	007647	1149367
55	65	007647	993875
55	65	007661	774937
55	65	007669	876595
55	65	007674	1785251
55	75	006703	1124185
55	75	006726	1320667
55	75	006727	682725
55	75	006729	463230
55	75	006729	937816
55	85	005995	922514
55	85	006010	2240705
55	85	006014	2457730
55	85	006016	2024150
55	85	006021	1525911
55	95	005390	1732549
55	95	005390	3240935
55	95	005397	1089006
55	95	005409	826584
55	95	005445	3550030
60	05	082665	1522694
60	05	082780	3610459
60	05	082894	664975
60	05	083289	2958402
60	05	083517	304242
60	15	029163	4052851
60	15	029539	1086911
60	15	029645	1879881
60	15	032471	1238063
60	15	033588	3668210
60	25	020523	782614
60	25	020543	1668094
60	25	020548	2684449
60	25	020681	3790054
60	25	020699	3458341
60	35	015540	994013
60	35	015545	3805234
60	35	015574	2042355
60	35	015590	745354
60	35	015635	789187
60	45	012301	1936208
60	45	012345	360866
60	45	012357	1857861
60	45	012361	827623
60	45	012379	375017
60	55	010111	947605
60	55	010156	988453
60	55	010157	1789977
60	55	010177	823254
60	55	010201	1033078
60	65	008764	776876
60	65	008768	476612
60	65	008778	1949348
60	65	008779	1768167
60	65	008794	2391688
60	75	007626	762503
60	75	007641	1587534
60	75	007642	618886
60	75	007650	2528164
60	75	007659	743286
60	85	006733	1209834
60	85	006736	1244058
60	85	006750	1215822
60	85	006757	967696
60	85	006780	1191835
60	95	006096	1807232
60	95	006110	1764594
60	95	006120	1411606
60	95	006120	1992254
60	95	006120	2798718
65	05	103781	2376818
65	05	103814	2726950
65	05	103874	487170
65	05	104065	1509491
